Name,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,to/g,ft%,fg%,fta/g,fga/g,FT%!,FG%!,3PM_z,PPG_z,RPG_z,APG_z,SPG_z,BPG_z,TPG_z,FT%_z,FG%_z,z_sums
Karl-Anthony Towns,MIN,C,50,33.780333333333324,24.78,2.44,10.58,4.5,0.76,1.14,3.2,0.8585209003215434,0.4857142857142857,6.22,17.5,0.3673525681674061,0.11919801016191972,0.7466923713506425,1.553154850028111,2.068661231728869,0.5270808346821673,-0.5728139813651013,0.9845517801143059,-1.6972219003423699,1.7684908705911677,0.512781478651841,5.891377535439633
Nikola Vucevic,CHI,C,70,33.54714285714286,23.414285714285715,2.5142857142857142,11.685714285714285,3.842857142857143,0.9285714285714286,0.6857142857142857,1.8,0.8397435897435898,0.4767358625626342,2.2285714285714286,19.957142857142856,0.08977262433191409,-0.04324928963575327,0.8195122919332591,1.328462008881222,2.5255917340444616,0.23102308938271798,-0.08164353898173698,0.06898472010809034,-0.11793294316383798,0.587692852277884,0.19231406676071702,5.554004281242777
Bradley Beal,WAS,SG/SF,60,35.78583333333332,31.3,2.1666666666666665,4.716666666666667,4.416666666666667,1.15,0.36666666666666664,3.1166666666666667,0.8888888888888888,0.48480463096960924,7.65,23.033333333333335,0.6841233354470507,0.13593490480359302,0.47875240715562983,2.6258516355871064,-0.3543298427809908,0.48953728002462854,0.5635379743184445,-0.5740235924748914,-1.603216605272219,3.116002830911541,0.5457991361665662,5.287911223635815
Jayson Tatum,BOS,SF/PF,64,35.77578125000001,26.4375,2.921875,7.375,4.3125,1.171875,0.484375,2.671875,0.8676470588235294,0.4590288315629742,5.3125,20.59375,0.36223842739378564,-0.40928305589874103,1.2190590917645634,1.8258534577066436,0.7442121594484653,0.4426078367027048,0.6272756641404386,-0.3367943129724947,-1.1014633428352896,1.7467358143452991,-0.529777921749766,4.637708446550565
Chris Paul,PHO,PG,70,31.42071428571429,16.414285714285715,1.457142857142857,4.442857142857143,8.885714285714286,1.4428571428571428,0.2571428571428571,2.2285714285714286,0.9337016574585635,0.49943117178612056,2.585714285714286,12.557142857142857,0.3471079807953617,0.2577755517814915,-0.21677119328090103,0.17679368082708552,-0.4674801609685299,2.502944482658927,1.416842556425137,-0.7947577893317359,-0.6013887463817559,1.6823723696642878,0.7861598983877831,4.484715098000298
Myles Turner,IND,PF/C,47,30.972340425531925,12.595744680851064,1.4680851063829787,6.531914893617022,1.0212765957446808,0.851063829787234,3.382978723404255,1.425531914893617,0.7816901408450704,0.47685185185185186,3.021276595744681,9.191489361702128,-0.05369068659857819,-0.01885283843167244,-0.20604485473354334,-0.4514481431131714,0.39581175788766615,-1.0401628725112635,-0.3074792093888014,5.505049279518741,0.3044908508535202,-0.02258608541000419,0.2404420909657206,4.418072814068865
Bam Adebayo,MIA,PF/C,64,33.478125,18.703125,0.03125,8.953125,5.40625,1.171875,1.03125,2.640625,0.7994350282485876,0.5707133917396746,5.53125,12.484375,-0.00014366677235264774,1.1461957233208697,-1.6145285631179058,0.5533627827361134,1.3963638574804504,0.9353669915829024,0.6272756641404386,0.7653771183439502,-1.066211357183983,0.20519771634356015,2.538788063950996,4.3409922742765215
Fred VanVleet,TOR,PG/SG,52,36.51089743589744,19.596153846153847,3.3461538461538463,4.230769230769231,6.3076923076923075,1.6730769230769231,0.7115384615384616,1.8269230769230769,0.8848167539267016,0.38850574712643676,3.673076923076923,16.73076923076923,0.31351824301253584,-1.5124150891858572,1.6349661363273542,0.7002875024724156,-0.5551243539191455,1.3414871741764718,2.0876392166553512,0.12103074311279785,-0.14830388464804042,1.5394848999804918,-2.7059782533158763,4.01548918084182
Zach LaVine,CHI,SG/SF,58,35.06206896551724,27.43103448275862,3.4482758620689653,5.0,4.862068965517241,0.8103448275862069,0.46551724137931033,3.5,0.8489932885906041,0.5066785396260017,5.137931034482759,19.362068965517242,0.2544934729844971,0.5377924782382612,1.7350730971364499,1.9893137715098939,-0.23724386135214598,0.6902011066425084,-0.426123101144237,-0.37480022439719973,-2.035640962594912,1.2883992829237674,1.3385624302801207,3.967741539004245
Jrue Holiday,MIL,PG/SG,59,32.320903954802255,17.728813559322035,1.88135593220339,4.5423728813559325,6.0508474576271185,1.6440677966101696,0.6271186440677966,2.135593220338983,0.7867647058823529,0.5024271844660194,2.305084745762712,13.966101694915254,-0.02926603828337447,0.3285415596837016,0.19907137797315516,0.39306512160902635,-0.4263558154047168,1.2257727501733142,2.0031146587241544,-0.049108888527185354,-0.49650341958193644,0.08131398723243366,0.9257633231940657,3.8561330953923108
Giannis Antetokounmpo,MIL,PF/C,61,32.996994535519136,28.147540983606557,1.098360655737705,10.98360655737705,5.852459016393443,1.1639344262295082,1.2131147540983607,3.3934426229508197,0.685025817555938,0.5690909090909091,9.524590163934427,18.0327868852459,-1.0899482312338225,1.6263398699560765,-0.5684739622990873,2.107196320634389,2.235449478369843,1.1363942627307488,0.6041390320036492,1.131907196205625,-1.9154374705379982,-4.430724649962276,3.4859909549716637,3.786441162116557
Tobias Harris,PHI,SF/PF,62,32.49112903225808,19.516129032258064,1.3225806451612903,6.758064516129032,3.5483870967741935,0.8870967741935484,0.8225806451612904,1.7258064516129032,0.8921568627450981,0.5119047619047619,3.2903225806451615,14.903225806451612,0.304999284063248,0.49183314413789236,-0.34867824545288656,0.6871214962406729,0.48926687730501267,0.09835766214123956,-0.20248919183713018,0.3448250698969381,-0.03423790626267153,1.5032460791693858,1.2478962950490096,3.7853081362495704
Paul George,LAC,SF/PF,54,33.7216049382716,23.314814814814813,3.1666666666666665,6.648148148148148,5.185185185185185,1.1481481481481481,0.4444444444444444,3.314814814814815,0.868421052631579,0.4669464847848898,4.222222222222222,17.64814814814815,0.29116465863453816,-0.2110098373711011,1.4590205688447002,1.31209665395498,0.44384452735159197,0.8357722840885979,0.5581421910530908,-0.4172703222432193,-1.8267403068834662,1.444394931407757,-0.13863503868544433,3.670625488888587
Kristaps Porzingis,DAL,PF/C,43,30.852325581395345,20.11627906976744,2.255813953488372,8.86046511627907,1.5813953488372092,0.46511627906976744,1.372093023255814,1.186046511627907,0.855072463768116,0.47584187408491946,3.2093023255813953,15.883720930232558,0.1784739938947958,-0.04862160672346704,0.5661406541279115,0.785860609137823,1.3580726571585169,-0.7878166842539613,-1.4320234505402574,1.4523118708853624,0.5746456028413652,0.9650198304243969,0.18171584472130856,3.663926934502465
Michael Porter Jr.,DEN,SF/PF,61,31.349180327868858,19.049180327868854,2.7868852459016393,7.295081967213115,1.1475409836065573,0.6721311475409836,0.8852459016393442,1.278688524590164,0.7910447761194029,0.5422276621787026,2.19672131147541,13.39344262295082,-0.01848810253958041,0.8481356199553052,1.0867329336677036,0.6102972057162489,0.7111864607330003,-0.983277905147347,-0.828839474532979,0.4711205769620422,0.47013952566844897,0.12716227508756178,1.9507909102123306,3.6153125083670106
Jonas Valanciunas,MEM,C,62,28.31182795698925,17.06451612903226,0.3387096774193548,12.516129032258064,1.8064516129032258,0.5483870967741935,0.9354838709677419,1.6129032258064515,0.7733990147783252,0.5929919137466307,3.274193548387097,11.96774193548387,-0.08533199009961741,1.3653870263042807,-1.3131356303405204,0.2837722200558143,2.868756177310569,-0.6864237384421534,-1.1893953568228404,0.5723701395880749,0.09312410641301665,-0.15718510562242594,2.9711970338977105,3.4430798460372456
Richaun Holmes,SAC,PF/C,61,29.20546448087432,14.245901639344263,0.03278688524590164,8.262295081967213,1.6557377049180328,0.639344262295082,1.5573770491803278,1.2295081967213115,0.7941176470588235,0.6365217391304347,2.7868852459016393,9.426229508196721,-0.014891316777030681,1.485750684630542,-1.6130220034431788,-0.17995764233963407,1.1108820964688835,-0.7543237685472739,-0.9243713749687541,1.825733146411387,0.5256180604639478,0.14246265105144335,3.2086440712914155,3.341665236388236
Domantas Sabonis,IND,PF/C,62,35.99166666666666,20.322580645161292,0.8387096774193549,11.96774193548387,6.693548387096774,1.2258064516129032,0.532258064516129,3.435483870967742,0.7317073170731707,0.5353982300884956,5.290322580645161,14.580645161290322,-0.35843884877370286,0.8237373282823746,-0.823001549495985,0.8198021791962188,2.6421381487386113,1.5153240798612546,0.78441697314858,-0.24029082359455717,-1.9628626696373763,-1.3189550557642367,1.9026592552280548,3.319230537680564
Rudy Gobert,UTA,C,71,30.79859154929577,14.295774647887324,0.0,13.56338028169014,1.2535211267605635,0.5492957746478874,2.676056338028169,1.676056338028169,0.6229946524064172,0.6753022452504318,5.267605633802817,8.154929577464788,-0.929555136781373,1.6016222518179088,-1.6451619431706894,-0.1717523331448031,3.3015271432247055,-0.9355314495819523,-1.186747721236024,4.0803184775629076,0.021883383025005934,-3.748428063747707,3.437229349683564,3.153336842615008
Jamal Murray,DEN,PG/SG,48,35.49374999999999,21.208333333333332,2.6875,4.041666666666667,4.8125,1.3333333333333333,0.2708333333333333,2.2291666666666665,0.869281045751634,0.4772727272727273,3.1875,16.5,0.2225513897696047,-0.026899018990189566,0.9893087413686875,0.9655297959757261,-0.6332699750085329,0.667869164647938,1.0977205175884877,-0.7671660147246303,-0.6020602127751139,1.1525207751332476,0.224569012974223,3.0950218051800324
Clint Capela,ATL,C,63,30.13439153439153,15.206349206349206,0.0,14.317460317460318,0.7777777777777778,0.6984126984126984,2.0476190476190474,1.1587301587301588,0.5726872246696035,0.5948275862068966,3.6031746031746033,11.047619047619047,-0.8171055147909937,1.2806909887280693,-1.6451619431706894,-0.021940921814456112,3.6131466763919393,-1.1498646066879021,-0.7522623162471592,2.8137664723279823,0.6054601846140836,-3.270078335119582,2.804113185823366,2.997178396117582
DeMar DeRozan,SAS,SG/SF/PF,61,33.71229508196721,21.57377049180328,0.3114754098360656,4.245901639344262,6.918032786885246,0.9180327868852459,0.2459016393442623,1.9508196721311475,0.8795454545454545,0.4945652173913043,7.213114754098361,15.081967213114755,0.5776583469338956,0.23621748885149024,-1.3398325157593396,1.0256529961620031,-0.5488709671801227,1.6164593878599343,-0.11235022126466476,-0.8174133305629444,-0.2880671165367008,2.6631111496213955,0.7436312959353683,2.942320678274929
C.J. McCollum,POR,PG/SG,47,34.03368794326241,23.127659574468087,3.595744680851064,3.9361702127659575,4.74468085106383,0.9361702127659575,0.44680851063829785,1.3617021276595744,0.8120300751879699,0.4581447963800905,2.8297872340425534,18.80851063829787,0.03556780312740302,-0.39043034530925613,1.8796320850304362,1.281305116421168,-0.6768658191575709,0.6373151015489835,-0.05950278698104444,-0.4125057851541107,0.37649490665193347,0.35711082759369034,-0.49258629482048194,2.8903973511330032
Anthony Davis,LAL,PF/C,36,32.2712962962963,21.805555555555557,0.7222222222222222,7.944444444444445,3.0555555555555554,1.2777777777777777,1.6388888888888888,2.0555555555555554,0.7370892018779343,0.4910277324632953,5.916666666666667,17.02777777777778,-0.3690331501444377,0.20645774639564607,-0.9371904930619163,1.0637872128533612,0.9795320240848692,-0.12367411271517315,0.9358470196278685,1.990012042028889,-0.4062158480456332,-1.3640221808998745,0.6849228553811142,2.8229985192535048
Deandre Ayton,PHO,C,69,30.64710144927537,14.44927536231884,0.057971014492753624,10.521739130434783,1.434782608695652,0.5797101449275363,1.173913043478261,1.4782608695652173,0.7687861271676301,0.6259097525473072,2.5072463768115942,9.956521739130435,-0.07690946853776669,1.4636762177898466,-1.5883348033626272,-0.14649777440988032,2.044585239639664,-0.8538690453299145,-1.0981286721381713,1.0529001004265013,0.2450092395417875,-0.1213565200552773,3.165096734609766,2.699404498921848
Khris Middleton,MIL,SF/PF,68,33.3627450980392,20.36764705882353,2.2205882352941178,5.970588235294118,5.4411764705882355,1.088235294117647,0.1323529411764706,2.6176470588235294,0.8983050847457628,0.4757914338919926,3.4705882352941178,15.794117647058824,0.34304711104479846,-0.049143980744619876,0.5316100041094525,0.8272166879496167,0.1638465248573918,0.9511021578731945,0.3835727324681092,-1.0462592847274501,-1.040290779499199,1.6650978256614428,0.1806853329749976,2.616581201667557
John Collins,ATL,PF/C,63,29.33597883597884,17.634920634920636,1.3174603174603174,7.396825396825397,1.2380952380952381,0.5396825396825397,1.0,1.3333333333333333,0.8333333333333334,0.556420233463035,3.238095238095238,12.238095238095237,0.10968183510986303,0.9486636424805809,-0.3536975396755648,0.37761747771453036,0.753231387709791,-0.9424811619129254,-1.214758024706071,0.7023958936972962,0.40849670922900605,0.6723846938711516,2.1491072579837773,2.5522966939109915
Mikal Bridges,PHO,SG/SF,72,32.60763888888889,13.472222222222221,1.8611111111111112,4.277777777777778,2.111111111111111,1.0555555555555556,0.875,0.8055555555555556,0.8396946564885496,0.5434131736526946,1.8194444444444444,9.277777777777779,0.07320289931656436,0.598511326022351,0.17922602441730295,-0.30724651102061123,-0.535698323817829,-0.5491677321672802,0.2883530277853924,0.45047099511068023,1.003863578006627,0.5172068575342706,1.458345350812587,2.5053532666611398
O.G. Anunoby,TOR,SF/PF,43,33.330620155038766,15.86046511627907,2.4186046511627906,5.511627906976744,2.186046511627907,1.5348837209302326,0.7209302325581395,1.744186046511628,0.7843137254901961,0.4806949806949807,2.372093023255814,12.046511627906977,-0.035930748698588824,0.02158746746029808,0.7257191920772949,0.08567687480590624,-0.02581637094711833,-0.5154076365062376,1.684982510189804,0.13995891080624648,-0.0549712571633649,0.052962958904605395,0.3202205802445606,2.413325762411697
Brandon Ingram,NOR,SF/PF,61,34.303825136612026,23.770491803278688,2.3442622950819674,4.901639344262295,4.852459016393443,0.6885245901639344,0.5901639344262295,2.5081967213114753,0.878125,0.4659400544959128,5.245901639344262,18.049180327868854,0.4126635965778559,-0.23397001481192167,0.652843747346312,1.3870664761602565,-0.27789087515579497,0.6858716068402825,-0.7810735243150914,-0.12358738035718242,-0.9168238442190202,1.9612395678331584,-0.1839296582339691,2.403716115898951
Trae Young,ATL,PG,63,33.725132275132275,25.3015873015873,2.1587301587301586,3.888888888888889,9.428571428571429,0.8412698412698413,0.1746031746031746,4.126984126984127,0.8864468864468864,0.4379496402877698,8.666666666666666,17.650793650793652,0.7538776660526813,-0.7228587870294289,0.4709725011104785,1.6389685036785842,-0.6964045728378121,2.7475139244280373,-0.3360161786341385,-0.9611081985571839,-2.7429188969322373,3.4127309525827245,-1.1483834825222692,2.3853545523161834
Chris Boucher,TOR,PF/C,60,24.21194444444444,13.633333333333333,1.5,6.733333333333333,1.0666666666666667,0.5833333333333334,1.85,0.7666666666666667,0.7875647668393783,0.5142857142857142,3.216666666666667,9.333333333333334,-0.03826622278588039,0.33023893875302346,-0.17475970063708365,-0.2807398590257144,0.4790468485654931,-1.0197136172084338,-1.08757170487987,2.415485204086285,1.0477327157060308,0.04302807983520737,0.9291118225413694,2.351619788983284
Jaylen Brown,BOS,SG/SF,58,34.46091954022988,24.655172413793103,2.810344827586207,5.982758620689655,3.3620689655172415,1.2413793103448276,0.5517241379310345,2.7241379310344827,0.764,0.4846846846846847,4.310344827586207,19.137931034482758,-0.1528491461308028,0.1106500406696855,1.1097296146796294,1.5326177103849778,0.1688758713929344,0.01441712280680905,0.8297919692398771,-0.2010589150271197,-1.1604192498728194,-0.44439650476811154,0.49591849808206584,2.3454761169182428
Gordon Hayward,CHA,SG/SF,44,34.00416666666666,19.613636363636363,1.9318181818181819,5.818181818181818,4.113636363636363,1.2272727272727273,0.3181818181818182,2.0454545454545454,0.8432432432432433,0.4726443768996961,4.204545454545454,14.954545454545455,0.18408442381968068,-0.09359442767981363,0.24853791463774227,0.7031637969980252,0.10086538983275366,0.3530152630881233,0.7886892942091243,-0.6717399167751545,-0.39482126682500907,0.9888860523338437,0.09299585026603759,2.2095923777654867
LeBron James,LAL,PG/SG/SF,45,33.41481481481482,25.022222222222222,2.311111111111111,7.666666666666667,7.7555555555555555,1.0666666666666667,0.5555555555555556,3.7333333333333334,0.6980392156862745,0.51338199513382,5.666666666666667,18.266666666666666,-0.5747234552244068,0.6298168436229824,0.6203466971773844,1.593006230268714,0.8647418462134527,1.993782369970019,0.3207277273775161,-0.1933370790551161,-2.2988557887913346,-2.239008684855018,1.5201032145375097,2.181506532843127
Julius Randle,NYK,PF/C,71,37.56220657276995,24.112676056338028,2.2535211267605635,10.183098591549296,6.014084507042254,0.9014084507042254,0.2535211267605634,3.380281690140845,0.8111888111888111,0.45537065052950076,6.042253521126761,18.619718309859156,0.07086239695624558,-0.4381651755057882,0.5638930690863709,1.443364014247014,1.9046438519443696,1.209210208037451,-0.16078893134477615,-0.8020570218058752,-1.900591102071597,0.5072505886816482,-0.5867550345237444,2.1781696422508605
Terry Rozier,CHA,PG/SG,69,34.54057971014494,20.391304347826086,3.217391304347826,4.391304347826087,4.246376811594203,1.2463768115942029,0.37681159420289856,1.8695652173913044,0.8168316831683168,0.4501323918799647,2.927536231884058,16.420289855072465,0.05085329877863834,-0.4724212459515903,1.5087443161767549,0.8311088808741692,-0.4887840772095109,0.4128178422461795,0.844353303389258,-0.5535775137490211,-0.19640692861370296,0.4221338358287946,-0.6543335923144813,2.12605606662844
Shai Gilgeous-Alexander,OKC,PG/SG/SF,35,33.70428571428571,23.65714285714286,2.0285714285714285,4.771428571428571,5.914285714285715,0.7714285714285715,0.6571428571428571,3.0285714285714285,0.8078602620087336,0.5070921985815603,6.542857142857143,16.114285714285714,0.0549551589817916,0.45424926976542507,0.34338204196999633,1.3684178488341208,-0.33169977914348303,1.1642485908701128,-0.5395142903560596,0.011401886145435244,-1.5038395790552024,0.43958274922057766,1.173752822279767,2.125732290765265
Bogdan Bogdanovic,ATL,SG/SF/PF,44,29.6689393939394,16.363636363636363,3.3181818181818183,3.6363636363636362,3.340909090909091,1.1136363636363635,0.29545454545454547,1.2272727272727273,0.9090909090909091,0.4725663716814159,1.0,12.840909090909092,0.1096299071885628,-0.08136769384222794,1.607546047888499,0.1684606446871761,-0.8007592799936453,0.004884119900035747,0.4575844120169484,-0.7175444437909029,0.5281398120455614,0.6721637975566729,0.11711610190267847,2.037591212213024
Pascal Siakam,TOR,PF/C,56,35.823809523809516,21.357142857142858,1.3035714285714286,7.232142857142857,4.464285714285714,1.1428571428571428,0.6785714285714286,2.3214285714285716,0.8272425249169435,0.4547346514047867,5.375,17.160714285714285,0.14932568620346018,-0.4147456247289743,-0.3673123752545796,0.9900125410449044,0.6851772108288795,0.5109907398289364,0.5427256674377936,0.054589011617426624,-0.7061375037456382,0.8410257713308734,-0.5405541876371173,2.010516875451479
Donovan Mitchell,UTA,PG/SG,53,33.423899371069176,26.433962264150942,3.358490566037736,4.433962264150943,5.226415094339623,1.0,0.2830188679245283,2.7735849056603774,0.8449367088607594,0.43772893772893773,5.962264150943396,20.60377358490566,0.27113817733695406,-0.8483404559603057,1.6470594300492079,1.8252714150880178,-0.47115592192031563,0.8543472922629777,0.12647952982477323,-0.7426072981957463,-1.2161985791532213,1.3592042324572957,-1.3959270596216837,1.9864730407913058
Malcolm Brogdon,IND,PG/SG,56,34.45863095238095,21.178571428571427,2.5892857142857144,5.25,5.857142857142857,0.875,0.26785714285714285,2.0535714285714284,0.864406779661017,0.45352400408580185,3.1607142857142856,17.482142857142858,0.20527504755865567,-0.4436787225015106,0.8930324040599397,0.9606332469618903,-0.1339327012678711,1.1385044391049428,-0.2377358405866198,-0.7731642265957402,-0.40397762673443915,1.0790288997314688,-0.5976318674305389,1.9247567272430324
Kyle Lowry,TOR,PG,46,34.81449275362319,17.195652173913043,2.847826086956522,5.3478260869565215,7.3478260869565215,1.0217391304347827,0.2608695652173913,2.739130434782609,0.875,0.436241610738255,3.4782608695652173,12.956521739130435,0.2627443412092304,-0.5527428396813615,1.1464712999003595,0.30534725284945485,-0.09350659514793756,1.8100910068919733,0.18982133337458099,-0.7872469849018243,-1.1773317467370148,1.3234976719302263,-0.8127877697222294,1.9043554684375887
Luka Doncic,DAL,PG/SG,66,34.27929292929293,27.727272727272727,2.909090909090909,7.96969696969697,8.590909090909092,0.9545454545454546,0.5454545454545454,4.257575757575758,0.7303609341825902,0.4789045151739452,7.136363636363637,20.46969696969697,-0.493123210545532,3.16118863667279e-05,1.206527254470243,2.0380520863335017,0.9899674948004524,2.3701280633249846,-0.005962423052096854,-0.21369464661767104,-2.8902345541417374,-1.8918891996381813,0.2776963323470551,1.8805904078265503
Mike Conley,UTA,PG,51,29.36503267973857,16.215686274509803,2.7058823529411766,3.450980392156863,5.980392156862745,1.3725490196078431,0.17647058823529413,1.9411764705882353,0.852112676056338,0.44375,2.784313725490196,12.549019607843137,0.1465987790169966,-0.4411353204441138,1.0073283766938543,0.14411929729005524,-0.877367912070398,1.194031040951387,1.2119841632077486,-0.957344614638056,-0.277188972459152,0.8294257740205175,-0.5926143788311735,1.6823727741647831
Draymond Green,GSW,PF/C,63,31.45740740740741,7.0476190476190474,0.5396825396825397,7.126984126984127,8.873015873015873,1.6507936507936507,0.8253968253968254,2.984126984126984,0.7954545454545454,0.4473684210526316,1.3968253968253967,6.031746031746032,-0.005596320117563083,-0.1902083955904494,-1.1161283321003972,-1.3642482248072592,0.6417209292061292,2.497223560044445,2.022711934506311,0.3505007972588484,-1.4537034216844555,0.18200266062156045,-0.09759905828224875,1.6624808447629336
Robert Covington,POR,PF/C,70,32.03928571428571,8.471428571428572,1.9285714285714286,6.6571428571428575,1.6714285714285715,1.4428571428571428,1.2,0.9142857142857143,0.8064516129032258,0.40078585461689586,0.8857142857142857,7.271428571428571,0.006191684029350413,-0.5680230308796596,0.24535522580108943,-1.1299973199853632,0.44756154263504755,-0.7472546776937233,1.416842556425137,1.1054757314358816,0.8812090501531924,0.232147680986553,-0.8429317199917571,1.6084080697660572
Lonzo Ball,NOR,PG/SG,55,31.76848484848485,14.581818181818182,3.1272727272727274,4.781818181818182,5.745454545454545,1.490909090909091,0.5636363636363636,2.2363636363636363,0.78125,0.4142857142857143,1.1636363636363636,12.727272727272727,-0.021190984031821097,-0.822401447154967,1.420403944293313,-0.12469129336296766,-0.3274063283347857,1.0881863242912024,1.5568526208949713,-0.17705102500507236,-0.6101788518948088,0.11566448073803581,-1.3447559596451297,1.5970239119747585
Al Horford,OKC,PF/C,28,27.920833333333317,14.214285714285714,2.0,6.678571428571429,3.357142857142857,0.8928571428571429,0.8928571428571429,1.0357142857142858,0.8181818181818182,0.45,0.7857142857142857,12.857142857142858,0.014709212791013695,-0.37160962518716084,0.31537438020745157,-0.18515922227564327,0.4564167849279854,0.012197799378777149,-0.1857050733849921,0.48646026633733974,0.7442299059081156,0.26838041791894096,-0.45545777698751594,1.4567374820304593
Robert Williams,BOS,C,52,18.94839743589744,8.01923076923077,0.0,6.884615384615385,1.8076923076923077,0.8269230769230769,1.7692307692307692,0.9807692307692307,0.6164383561643836,0.7209302325581395,1.4038461538461537,4.961538461538462,-0.25693563728598606,1.2008275677162363,-1.6451619431706894,-1.2043947323863486,0.5415633454370032,-0.6858647773306268,-0.37781867536023267,2.2527029619226253,0.8062114191411821,-0.8871702901899552,2.646562867238139,1.4466301753010968
